StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1.1,1.2,1.3,1.4,2.1,2.2,2.3,2.4,2.5,2.5_5_TEXT,2.6,2.7,2.7_6_TEXT,2.8,2.9,2.10,2.10_8_TEXT,2.11,2.11_7_TEXT,2.12,2.12_10_TEXT,2.13,2.13_7_TEXT,2.14,2.14_5_TEXT,2.15,2.16,2.16_7_TEXT,2.17,2.18,2.19,2.19,2.19,2.20,2.20_5_TEXT,2.21,2.21_9_TEXT,3.1,3.1_1_TEXT,3.2,3.2_8_TEXT,3.3,3.3_7_TEXT,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,3.13,3.13_8_TEXT,3.14,3.14_7_TEXT,3.15,3.16,3.16_6_TEXT,3.17,3.17_7_TEXT,3.18,3.19,3.20,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.10_1_TEXT,4.11,4.12,4.13,4.14,4.15,4.16,4.17,4.18,4.19,4.20,4.21,4.21_5_TEXT,4.22,5.23,4.24,4.25,4.26,4.27,4.28,4.29,4.30,5.1,5.1_5_TEXT,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,5.12_6_TEXT,5.13,5.14,5.15,5.16,6.1,6.2,6.3,6.4,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,7.9_6_TEXT,7.10,7.11,7.12,7.13,7.14,7.15,7.16,7.17,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9
2025-04-07 19:40:30,2025-04-07 19:44:29,IP Address,107.190.246.37,100,239,True,2025-04-07 19:44:30,R_6iWsR4hIIl3VbJE,,,,,34.0648,-118.4414,anonymous,EN,03,234,15,20/03/2025,20,Male,No,,,,Secondary 2,Christian,,I am unemployed and not seeking a job,Single,Cement,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I pay to use a public shower/bathing facility,,,Petty business,,3 meals,Purchased at market,Daily,,,In the house,,I do not cook at home,,,,,,,,,,,,Yes,6 years,Yes,For pleasure,,,,Do not wish to answer,,Yes,Don't know,,They do not have support to raise a child,,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,,,,"Large problem, many people drink too much",None of them,Yes,,,No,<15 years old,After 26 years old,After 23 years old,Yes,Yes,No,No,"No, the girls have to do more housework than the boys in the household",No,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Not at all,Some days,Not at all,Some days,Some days,Not at all,Not at all,Some days,Not at all
2025-04-07 19:44:46,2025-04-07 19:47:10,IP Address,107.190.246.37,100,144,True,2025-04-07 19:47:10,R_6uvWnzrlTrXR3Rf,,,,,34.0648,-118.4414,anonymous,EN,05,01,01,18/04/2025,18,Female,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Single,Cement,,Sheet metal,,Shared fresh life toilet,,Public tap,,I pay to use a public shower/bathing facility,,7,Wage employment,,2 meals,Combination of home garden and local market,Daily,Daily,Daily,In the house,,Coal/Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07 19:47:31,2025-04-07 19:53:56,IP Address,107.190.246.37,100,384,True,2025-04-07 19:53:57,R_1fqyascTudIUwY5,,,,,34.0648,-118.4414,anonymous,EN,03,606,16,19/03/2025,47,Female,No,,,,Post secondary education,Christian,,I am unemployed and seeking a job,Widowed,"Earth, sand",,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I pay to use a public shower/bathing facility,,5,Petty business,,2 meals,Purchased at market,Once or twice a week,Rarely,Daily,In the house,,Coal/Charcoal,,Yes,,Disposable pad,,Local market,,Often,No,,Yes,No,,,,Yes,From an NGO,,,,Do not wish to answer,,,They cannot afford a child,,Yes,No,Yes,,,,,,,,Yes,17,Yes,,4,No,"26,24,14,9",No,No,Yes,Yes,Yes,Yes,,Because I had to drop out of school,,Yes,Government health facility,Yes,No,No,"Yes, it improved my mental health",No,No,Yes,Government health facility,,No,Yes,No,No,Yes,Yes,Yes,Yes,Longer than 1 year,Yes,"By myself ",,Yes,No,"Yes, it improved my mental health",Yes,Yes,Yes,Yes,No,No,No,,No,,"Large problem, many people drink too much",None of them,Yes,Traumatic experience,,No,>18 years old,23-26 years old,19-22 years old,Yes,Yes,Yes,No,"Yes, we all have the same amount of work",Yes,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Not at all
2025-04-07 19:54:22,2025-04-07 20:01:53,IP Address,107.190.246.37,100,450,True,2025-04-07 20:01:53,R_6JgcnOTqw3HVLcw,,,,,34.0648,-118.4414,anonymous,EN,03,607,16,19/03/2025,22,Female,No,,,,Secondary 4,Muslim,,I am unemployed and seeking a job,Single,"Earth, sand",,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I pay to use a public shower/bathing facility,,6,"Transfers (pension, social security, etc)",,2 meals,Purchased at market,Once or twice a week,Rarely,Daily,In the house,,Coal/Charcoal,,Yes,,Reusable pad,,Local market,,Often,Yes,Yes,Yes,Yes,17,Do not wish to answer,For money,No,I have not received any education,,"Yes, I use condoms",,Do not wish to answer,,,Family pressure,,Yes,No,No,Yes,Yes,No,Yes,Yes,No,,Yes,20,No,,2,No,"5 years, 4 months",Yes,Yes,Yes,Yes,No,No,Yes,Because of my age,,Yes,NGO,Yes,No,No,"Yes, it improved my mental health",No,No,Yes,Government health facility,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1 year,Yes,"By myself ",,No,No,"Yes, it improved my mental health",No,Yes,Yes,Yes,No,No,No,,Yes,16-20 years old,"Large problem, many people drink too much",Most,Yes,Traumatic experience,,No,>18 years old,23-26 years old,After 23 years old,Yes,Yes,Yes,No,"Yes, we all have the same amount of work",Yes,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days
2025-04-08 10:06:19,2025-04-08 10:11:01,IP Address,107.190.246.37,100,281,True,2025-04-08 10:11:01,R_5Fez64v1MZOVlPb,,,,,34.0648,-118.4414,anonymous,EN,03,233,15,20/03/2025,19,Male,No,,,,Secondary 4,Christian,,I am unemployed and not seeking a job,Single,Carpet,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I share a shower/bathing are with my neighbor,,,Petty business,,2 meals,Purchased at market,Daily,,,In the house,,Coal/Charcoal,,,,,,,,,,,,Yes,15,No,Because of peer pressure,,,,"Yes, I use condoms",,No,,,Fear of judgment from their family or community,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,"Yes, every day",Yes,13-16 years old,Yes,13-16 years old,"Large problem, many people drink too much",Few,Yes,Family history,,Yes,15-17 years old,23-26 years old,19-22 years old,Yes,Yes,Yes,No,"No, the girls have to do more housework than the boys in the household",No,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Some days,Some days,Some days,More than half the days,More than half the days,Not at all,More than half the days,Not at all,Not at all
2025-04-08 10:11:15,2025-04-08 10:17:28,IP Address,107.190.246.37,100,372,True,2025-04-08 10:17:28,R_7jeAkjQhyb40ZzU,,,,,34.0648,-118.4414,anonymous,EN,03,235,15,20/03/2025,16,Female,Yes,Primary 7,Government school,,Primary 7,Christian,,I am in school only,Single,Carpet,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I pay to use a public shower/bathing facility,,,Petty business,,2 meals,Purchased at market,Daily,,,In the house,,Gas,,Yes,14,Disposable pad,,From my school,,Sometimes,Yes,Yes,Yes,No,,,,No,,,I am not sexually active,,No,,,Fear of judgment from their family or community,,Yes,No,No,,,,,,,,Yes,15,No,,no,No,one year,No,No,Yes,Yes,Yes,No,Yes,Because of my age,,Yes,Government health facility,Yes,Yes,Yes,"Yes, it negatively impacted my mental health",No,No,No,Government health facility,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 year,Yes,With my parents,,Yes,No,"Yes, it negatively impacted my mental health",Yes,No,No,No,Yes,No,No,,No,,"Large problem, many people drink too much",None of them,Yes,Witchcraft,,Yes,>18 years old,23-26 years old,After 23 years old,Yes,Yes,Yes,No,"No, the girls have to do more housework than the boys in the household",No,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Some days,Not at all,Not at all,Some days,More than half the days,Some days,Some days,More than half the days,Not at all
2025-04-08 10:17:43,2025-04-08 10:21:36,IP Address,107.190.246.37,100,233,True,2025-04-08 10:21:36,R_3PyOaz83Q50n36g,,,,,34.0648,-118.4414,anonymous,EN,03,213,14,20/03/2025,22,Male,,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Single,Cement,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I buy water to bathe in my house,,1,Petty business,,2 meals,Purchased at market,Once or twice a week,Rarely,Daily,In the house,,Kerosene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,16-20 years old,Yes,16-20 years old,"Large problem, many people drink too much",Most,Yes,Traumatic experience,,Yes,>18 years old,After 26 years old,After 23 years old,Yes,Yes,Yes,Yes,"Yes, we all have the same amount of work",No,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Not at all
2025-04-08 10:21:52,2025-04-08 10:25:26,IP Address,107.190.246.37,100,214,True,2025-04-08 10:25:27,R_5y2bu0bquCR0nZa,,,,,34.0648,-118.4414,anonymous,EN,03,212,14,20/03/2025,12,Male,Yes,Primary 6,Government school,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I buy water to bathe in my house,,6,Petty business,,1 meal,Purchased at market,Once or twice a week,Rarely,Daily,In the house,,Coal/Charcoal,,No,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,No,"Yes, every day",No,,No,,"Large problem, many people drink too much",Most,Yes,Witchcraft,,No,,,,Yes,Yes,,,"Yes, we all have the same amount of work",,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Not at all
2025-04-08 10:25:44,2025-04-08 10:29:54,IP Address,107.190.246.37,100,250,True,2025-04-08 10:29:55,R_1bPJQMBycuNTpYi,,,,,34.0648,-118.4414,anonymous,EN,033,215,19,20/03/2025,19,Female,Yes,Primary 7,Government school,,,Christian,,I am in school only,Single,Carpet,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I buy water to bathe in my house,,5,Petty business,,1 meal,Purchased at market,Once or twice a week,Rarely,Daily,In the house,,Coal/Charcoal,,Yes,12,Disposable pad,,From a health clinic,,Sometimes,Yes,Yes,Yes,No,,,,Yes,My school,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,,No,,"Large problem, many people drink too much",None of them,Yes,Witchcraft,,No,>18 years old,23-26 years old,After 23 years old,Yes,Yes,Yes,Yes,"No, the girls have to do more housework than the boys in the household",Yes,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Not at all
2025-04-08 13:23:20,2025-04-08 13:34:14,IP Address,68.181.17.78,100,654,True,2025-04-08 13:34:15,R_6f28S3VgWv3A9yI,,,,,34.0322,-118.2836,anonymous,EN,03,295,19,20/03/2025,16,Female,Yes,Secondary 3,Government school,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared fresh life toilet,,Public tap,,I buy water to bathe in my house,,7 people,Wage employment,,2 meals,Purchased at market,Daily,Daily,Daily,In the house,,Gas,,Yes,13,Disposable pad,,From my school,,Never,Yes,No,No,No,,,,Yes,"My school,My parents",,,,No,,,"Family pressure,Fear of judgment from their family or community,They do not have support to raise a child",,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,,No,,"Large problem, many people drink too much",None of them,Yes,,,No,>18 years old,19-22 years old,19-22 years old,Yes,Yes,Yes,No,"Yes, we all have the same amount of work",No,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Not at all,Not at all,Some days,Some days,Not at all,Not at all,Not at all,Not at all,Not at all
2025-04-08 13:35:37,2025-04-08 13:41:57,IP Address,68.181.17.61,100,379,True,2025-04-08 13:41:57,R_340N1t1OMbyHm8w,,,,,34.0322,-118.2836,anonymous,EN,02,116,08,20/03/2025,17,Female,No,,,,Post secondary education,Christian,,I am unemployed and not seeking a job,Single,Cement,,Cement,,Shared flush/pour flush to latrine,,Public tap,,I buy water to bathe in my house,,11,Wage employment,,3 meals,Purchased at market,Daily,Once or twice a week,Daily,In the house,,Gas,,Yes,13,Disposable pad,,Local market,,Sometimes,Yes,Yes,Sometimes,Do not wish to answer,,Do not wish to answer,I am not sexually active,Yes,,,I am not sexually active,,No,Don't know,,"The pregnancy was unintended,Family pressure",,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,No,No,13-16 years old,No,Do not wish to answer,"A small problem, a few people drink too much",Few,No,Traumatic experience,,Yes,>18 years old,23-26 years old,19-22 years old,Yes,Yes,Yes,Yes,"No, the girls have to do more housework than the boys in the household",No,Strongly disagree,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Not at all,,Not at all,Not at all,Some days,Some days,Not at all,Not at all,Not at all
2025-04-08 13:42:30,2025-04-08 13:48:00,IP Address,68.181.17.61,100,330,True,2025-04-08 13:48:01,R_6PpOCECjdtNm7dv,,,,,34.0322,-118.2836,anonymous,EN,03,297,19,20/03/2025,14,Female,Yes,Secondary 1,Private school,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared fresh life toilet,,Public tap,,I buy water to bathe in my house,,7,Wage employment,,2 meals,Purchased at market,Daily,Daily,Daily,In the house,,Gas,,Yes,13,Disposable pad,,From my school,,Never,No,No,No,No,,,,Yes,From an NGO,,,,No,,,,,No,No,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,"Large problem, many people drink too much",None of them,No,"Other, please specify",stress,No,>18 years old,15-18 years old,After 23 years old,No,No,Yes,No,"No, the girls have to do more housework than the boys in the household",No,Disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Some days,Not at all,Not at all,Some days,Not at all,Not at all,,,
2025-04-08 13:52:34,2025-04-08 13:59:33,IP Address,68.181.17.61,100,418,True,2025-04-08 13:59:33,R_7OOfFl0IIUoe327,,,,,34.0322,-118.2836,anonymous,EN,04,334,21,20/03/2025,16,Male,Yes,Secondary 2,Government school,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared fresh life toilet,,Public tap,,I share a shower/bathing are with my neighbor,,,"Other, please specify",4,3 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Gas,,,,,,,,,,,,Yes,16,No,For pleasure,Yes,"My school,My friends,My parents,From an NGO",,"Yes, I use condoms",,No,,,"They cannot afford a child,The pregnancy was unintended,Family pressure,They wanted to stay in school,Fear of judgment from their family or community",,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,,Yes,,"Large problem, many people drink too much",Few,Yes,"Witchcraft,God’s will,Chemicals/hormone imbalances in the body,Traumatic experience",,Yes,>18 years old,After 26 years old,After 23 years old,Yes,Yes,No,Yes,"Yes, we all have the same amount of work",No,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Some days,Some days,Some days,,Some days,Some days,Some days,Not at all,Not at all
2025-04-08 13:59:47,2025-04-08 14:05:07,IP Address,68.181.17.61,100,319,True,2025-04-08 14:05:07,R_3MoihzevV2ghg1o,,,,,34.0322,-118.2836,anonymous,EN,03,296,19,20/03/2025,13,Female,Yes,Secondary 1,,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared fresh life toilet,,Public tap,,I share a shower/bathing are with my neighbor,,6,Wage employment,,3 meals,Purchased at market,Daily,Daily,Daily,In the house,,Gas,,Yes,12,Disposable pad,,Local market,,Never,No,No,No,No,,,,Yes,My school,,,,No,,,"Family pressure,Fear of judgment from their family or community",,Yes,No,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,,No,,"Large problem, many people drink too much",None of them,Yes,"Traumatic experience,Family history",,Yes,>18 years old,23-26 years old,After 23 years old,Yes,Yes,Yes,No,"Yes, we all have the same amount of work",Yes,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Some days,Not at all,Not at all,Some days,Not at all,Not at all,Not at all,Not at all,Not at all
2025-04-08 14:08:50,2025-04-08 14:16:21,IP Address,68.181.17.61,100,451,True,2025-04-08 14:16:22,R_1luziF5fUb7zA5L,,,,,34.0322,-118.2836,anonymous,EN,04,335,21,20/03/2025,19,Female,No,,,,Post secondary education,Christian,,I am unemployed and seeking a job,Single,Cement,,Cement,,Shared fresh life toilet,,Public tap,,I share a shower/bathing are with my neighbor,,3,Petty business,,3 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Gas,,Yes,16,Disposable pad,,Local market,,Rarely,Yes,No,No,Yes,16,No,For pleasure,Yes,"My school,My friends,My parents,At an afterschool club",,"Yes, I use condoms,Yes, I am on the birth control pill,Yes, I track my menstrual cycle",,No,,,"They cannot afford a child,The pregnancy was unintended,Family pressure,They wanted to stay in school,Fear of judgment from their family or community,They do not have support to raise a child",,Yes,No,No,,,,,,,,Yes,18,No,,,,,Yes,,No,Yes,Yes,No,Yes,"Because of my age,Because of my income status,Because of my relationship status,Because I had to drop out of school",,Yes,Government health facility,Yes,Yes,Yes,"Yes, it negatively impacted my mental health",No,No,No,Government health facility,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 year,Yes,"By myself ,With my partner",,Yes,No,"Yes, it negatively impacted my mental health",Yes,Yes,No,Yes,Yes,No,No,,No,,"Large problem, many people drink too much",Few,Yes,"Witchcraft,God’s will,Chemicals/hormone imbalances in the body,Traumatic experience",,Yes,>18 years old,23-26 years old,After 23 years old,Yes,Yes,No,Yes,"Yes, we all have the same amount of work",No,Strongly disagree,Strongly disagree,,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Some days,Some days,Some days,Some days,Some days,Some days,Not at all,Not at all,Not at all
2025-04-08 14:16:42,2025-04-08 14:23:41,IP Address,68.181.17.61,100,419,True,2025-04-08 14:23:42,R_5zs2fJkUQUWZlap,,,,,34.0322,-118.2836,anonymous,EN,04,376,23,20/03/2025,18,Female,No,,,,Post secondary education,Christian,,I am unemployed and seeking a job,Married,Carpet,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,My household has a shower/bathing area,,6,Petty business,,2 meals,Combination of home garden and local market,Once or twice a week,"Once or twice a week,Rarely",Daily,In the house,,Gas,,Yes,13,Reusable pad,,Local market,,Sometimes,No,No,No,No,,No,,Yes,My friends,,,,No,Don't know,,They do not have support to raise a child,,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,18,No,,,No,3 months,No,No,No,No,Yes,No,No,,,Yes,Government health facility,No,Yes,No,"No, being pregnant did not affect my mental health",No,No,No,Government health facility,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6 months,No,With my partner,,No,I did not have to leave school or my job when I got pregnant,"No, having a child(ren) did not affect my mental health",No,No,No,No,No,No,No,,No,,"Not a problem, people in my community do not drink too much",None of them,No,,,No,>18 years old,19-22 years old,19-22 years old,Don’t know,No,No,No,"Yes, we all have the same amount of work",No,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Some days,Some days,Not at all,Some days,Not at all,Some days,Some days,Not at all,Not at all
2025-04-08 14:23:59,2025-04-08 14:32:21,IP Address,68.181.17.61,100,501,True,2025-04-08 14:32:21,R_5KJAI2HtwUiO5tX,,,,,34.0322,-118.2836,anonymous,EN,04,377,23,20/03/2025,19,Female,No,,,,Post secondary education,Christian,,I am unemployed and seeking a job,Married,Carpet,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,My household has a shower/bathing area,,,Petty business,,2 meals,Combination of home garden and local market,Once or twice a week,Rarely,Rarely,In the house,,Gas,,Yes,13,Reusable pad,,Local market,,Sometimes,No,No,No,No,,No,,Yes,My friends,,,,No,,,,,,,,Not sure,,,,,,,,19,No,,,No,2 months,No,No,No,No,Yes,No,No,,,Yes,Government health facility,No,Yes,No,"Yes, it negatively impacted my mental health",No,No,No,Government health facility,,No,Yes,Yes,Yes,Yes,Yes,Yes,,6 months,Yes,With my partner,,No,I did not have to leave school or my job when I got pregnant,"No, having a child(ren) did not affect my mental health",No,No,No,No,No,No,No,,No,,"Not a problem, people in my community do not drink too much",None of them,No,,,,>18 years old,19-22 years old,19-22 years old,Don’t know,,No,No,"Yes, we all have the same amount of work",No,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Some days,More than half the days,Not at all,Some days,Not at all,Some days,Some days,Not at all,Not at all
2025-04-08 14:33:28,2025-04-08 14:43:54,IP Address,68.181.17.61,100,625,True,2025-04-08 14:43:54,R_3tG0CSx4j2pa2rz,,,,,34.0322,-118.2836,anonymous,EN,02,170,12,19/03/2025,20,Female,No,,,,Post secondary education,Christian,,I am unemployed and seeking a job,Currently have a boyfriend or girlfriend,Carpet,,Cement,,Shared pit latrine,,Tube well or borehole,,I pay to use a public shower/bathing facility,,6,Wage employment,,2 meals,Purchased at market,Once or twice a week,Once or twice a week,Daily,In the house,,Kerosene,,Yes,14,Reusable pad,,From a friend,,Sometimes,Yes,Yes,Yes,No,,No,I am not sexually active,Yes,My school,,,,Yes,Don't know,,The pregnancy was unintended,,Yes,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,,Yes,16-20 years old,"Large problem, many people drink too much",Most,No,Traumatic experience,,Yes,>18 years old,After 26 years old,,Yes,Yes,Yes,Yes,"No, the girls have to do more housework than the boys in the household",Yes,Disagree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Some days,Some days,Some days,Not at all,Some days,Some days,Some days,Not at all,Not at all
